Code_du_champ,Valeur_prise
S10.G00.00.007,89
S10.G00.00.008,75
S10.G00.01.001,1929146949
S10.G00.01.002,517819
S10.G00.01.003,FACTICE_Audit
S10.G00.01.004,"72, boulevard Fleury
47205 Fernandes"
S10.G00.01.005,68650
S10.G00.01.006,Ville Le Goff
S10.G00.02.001,58
S10.G00.02.002,FACTICE_AUDIT
S10.G00.02.004,Thibault_Poulain-Guichard@factice_audit.fr
S10.G00.02.005,0634979289
S20.G00.05.001,77
S20.G00.05.002,74
S20.G00.05.003,29
S20.G00.05.004,6
S20.G00.05.005,28-09-1991
S20.G00.05.007,12-03-2018
S20.G00.05.008,8
S20.G00.05.010,7
S21.G00.06.001,24482902
S21.G00.06.002,202
S21.G00.06.003,77004bMgDLCoAVtkV
S21.G00.06.004,"10, chemin Goncalves
11110 Sainte Hortenseboeuf"
S21.G00.06.005,10103
S21.G00.06.006,Julien
S21.G00.06.007,Zone rue de Blanc
S21.G00.06.009,99
S21.G00.06.013,14-10-1981
S21.G00.06.014,17-10-1988
S21.G00.11.001,31
S21.G00.11.002,k7-8175616W
S21.G00.11.003,"rue Wagner
08906 Chauveau"
S21.G00.11.004,16079
S21.G00.11.005,Martins
S21.G00.11.007,Zone rue Brigitte Fleury
S21.G00.11.008,64
S21.G00.15.001,4178819
S21.G00.15.002,t4-3199908I
S21.G00.15.004,92
S21.G00.15.005,109
S21.G00.15.001,95/886-4716-1
S21.G00.15.002,PXFvtU
S21.G00.15.004,57
S21.G00.15.005,789
S21.G00.15.001,486328
S21.G00.15.002,z7-804877H
S21.G00.15.004,58
S21.G00.15.005,83548
S21.G00.15.001,54/496-2418-5
S21.G00.15.002,PCbdxI
S21.G00.15.004,7
S21.G00.15.005,894
S21.G00.20.001,640447429
S21.G00.20.002,5.33b+37
S21.G00.20.003,********************
S21.G00.20.004,FRW5-6815788f
S21.G00.20.005,4644.82
S21.G00.20.006,24-08-1974
S21.G00.20.007,31-08-1998
S21.G00.30.005,F
S21.G00.30.006,18-12-1992
S10.G00.00.001,FACTICE_log_paie
S10.G00.00.002,FACTICE_EDITEUR
S10.G00.00.003,********************
S10.G00.00.004,3
S10.G00.00.005,17
S10.G00.00.006,P08V06
S10.G00.00.007,32
S10.G00.00.008,11
S10.G00.01.001,1007406163
S10.G00.01.002,257005
S10.G00.01.003,FACTICE_Audit
S10.G00.01.004,"1, rue de Costa
17470 Sainte Paul"
S10.G00.01.005,05233
S10.G00.01.006,Ville Mendes-la-Forêt
S10.G00.02.001,76
S10.G00.02.002,FACTICE_AUDIT
S10.G00.02.004,Thomas_Boulanger@factice_audit.fr
S10.G00.02.005,0684147802
S20.G00.05.001,32
S20.G00.05.002,83
S20.G00.05.003,65
S20.G00.05.004,7
S20.G00.05.005,27-08-1996
S20.G00.05.007,23-05-2018
S20.G00.05.008,3
S20.G00.05.010,0
S21.G00.06.001,66907407
S21.G00.06.002,433
S21.G00.06.003,55109NmckwaFIwDfd
S21.G00.06.004,"723, chemin de Boyer
90035 LeleuBourg"
S21.G00.06.005,32251
S21.G00.06.006,De Sousa-sur-Mer
S21.G00.06.007,Zone boulevard de Laurent
S21.G00.06.009,35
S21.G00.06.013,03-10-1976
S21.G00.06.014,10-03-2003
S21.G00.11.001,11
S21.G00.11.002,m0-5528089S
S21.G00.11.003,"96, rue Joseph Barre
20288 Schneider"
S21.G00.11.004,09825
S21.G00.11.005,Sainte Christophe
S21.G00.11.007,Zone chemin Maury
S21.G00.11.008,36
S21.G00.15.001,9493044
S21.G00.15.002,R4-0853563d
S21.G00.15.004,30
S21.G00.15.005,476
S21.G00.15.001,24/185-2645-8
S21.G00.15.002,PwImEn
S21.G00.15.004,35
S21.G00.15.005,760
S21.G00.15.001,426501
S21.G00.15.002,K5-0662397N
S21.G00.15.004,67
S21.G00.15.005,55015
S21.G00.15.001,31/947-1812-7
S21.G00.15.002,PgfUtg
S21.G00.15.004,8
S21.G00.15.005,597
S21.G00.20.001,511133247
S21.G00.20.002,6.0P+97
S21.G00.20.003,********************
S21.G00.20.004,FRk8-47386A
S21.G00.20.005,6021.66
S21.G00.20.006,10-12-1996
S21.G00.20.007,03-02-1973
S21.G00.30.005,F
S21.G00.30.006,03-06-1979
S10.G00.00.001,FACTICE_log_paie
S10.G00.00.002,FACTICE_EDITEUR
S10.G00.00.003,********************
S10.G00.00.004,9
S10.G00.00.005,76
S10.G00.00.006,P09V04
S10.G00.00.007,61
S10.G00.00.008,55
S10.G00.01.001,9438745286
S10.G00.01.002,696201
S10.G00.01.003,FACTICE_Audit
S10.G00.01.004,"7, avenue Julien
52697 Reynaud"
S10.G00.01.005,71653
S10.G00.01.006,Ville Saint Christophe
S10.G00.02.001,64
S10.G00.02.002,FACTICE_AUDIT
S10.G00.02.004,William_Mercier@factice_audit.fr
S10.G00.02.005,0657981868
S20.G00.05.001,38
S20.G00.05.002,33
S20.G00.05.003,9
S20.G00.05.004,6
S20.G00.05.005,01-07-1983
S20.G00.05.007,15-10-1970
S20.G00.05.008,4
S20.G00.05.010,8
S21.G00.06.001,39760656
S21.G00.06.002,612
S21.G00.06.003,98241VWVGiQNNiSZb
S21.G00.06.004,"boulevard Julien Charles
13645 Lefevre"
S21.G00.06.005,14130
S21.G00.06.006,Blanchet-sur-Valette
S21.G00.06.007,Zone rue de Boyer
S21.G00.06.009,78
S21.G00.06.013,06-11-1975
S21.G00.06.014,24-02-2020
S21.G00.11.001,89
S21.G00.11.002,H0-7469919v
S21.G00.11.003,"125, avenue de Lecoq
32725 Ramosnec"
S21.G00.11.004,89308
S21.G00.11.005,Thibaultnec
S21.G00.11.007,Zone avenue Pierre Colas
S21.G00.11.008,20
S21.G00.15.001,3539771
S21.G00.15.002,J5-3414112o
S21.G00.15.004,88
S21.G00.15.005,776
S21.G00.15.001,28/986-1326-0
S21.G00.15.002,PnybRA
S21.G00.15.004,30
S21.G00.15.005,515
S21.G00.15.001,852020
S21.G00.15.002,t0-4461826j
S21.G00.15.004,36
S21.G00.15.005,69647
S21.G00.15.001,07/278-5911-7
S21.G00.15.002,PkxPvT
S21.G00.15.004,2
S21.G00.15.005,131
S21.G00.20.001,986148642
S21.G00.20.002,6.94l+79
S21.G00.20.003,********************
S21.G00.20.004,FRT0-0167817k
S21.G00.20.005,5293.51
S21.G00.20.006,16-07-2010
S21.G00.20.007,17-11-1984
S21.G00.30.005,F
S21.G00.30.006,04-05-1975
S10.G00.00.001,FACTICE_log_paie
S10.G00.00.002,FACTICE_EDITEUR
S10.G00.00.003,********************
S10.G00.00.004,0
S10.G00.00.005,30
S10.G00.00.006,P04V00
S10.G00.00.007,71
S10.G00.00.008,58
S10.G00.01.001,6888452282
S10.G00.01.002,661538
S10.G00.01.003,FACTICE_Audit
S10.G00.01.004,"55, rue Remy
42721 Turpinboeuf"
S10.G00.01.005,01984
S10.G00.01.006,Ville Fouquet-sur-Pruvost
S10.G00.02.001,3
S10.G00.02.002,FACTICE_AUDIT
S10.G00.02.004,Margaret_Bouvet@factice_audit.fr
S10.G00.02.005,0616700353
S20.G00.05.001,6
S20.G00.05.002,27
S20.G00.05.003,95
S20.G00.05.004,2
S20.G00.05.005,11-09-2018
S20.G00.05.007,21-11-1985
S20.G00.05.008,5
S20.G00.05.010,0
S21.G00.06.001,60383328
S21.G00.06.002,595
S21.G00.06.003,54151BFxUeasEqetA
S21.G00.06.004,"69, rue Riviere
70473 Faurenec"
S21.G00.06.005,23294
S21.G00.06.006,Etienne
S21.G00.06.007,Zone rue Vincent Guerin
S21.G00.06.009,18
S21.G00.06.013,20-07-2006
S21.G00.06.014,24-07-2017
S21.G00.11.001,45
S21.G00.11.002,M6-7716658q
S21.G00.11.003,"40, avenue Thibault Reynaud
85706 Leclerc"
S21.G00.11.004,39348
S21.G00.11.005,LemonnierVille
S21.G00.11.007,Zone boulevard Diane Rodriguez
S21.G00.11.008,39
S21.G00.15.001,4169888
S21.G00.15.002,L5-03659P
S21.G00.15.004,94
S21.G00.15.005,848
S21.G00.15.001,13/942-8295-7
S21.G00.15.002,PrwBnL
S21.G00.15.004,12
S21.G00.15.005,424
S21.G00.15.001,854731
S21.G00.15.002,a9-7312573X
S21.G00.15.004,25
S21.G00.15.005,52804
S21.G00.15.001,22/210-4129-8
S21.G00.15.002,PYQROH
S21.G00.15.004,6
S21.G00.15.005,235
S21.G00.20.001,363123462
S21.G00.20.002,4.49C+51
S21.G00.20.003,********************
S21.G00.20.004,FRQ7-5124501a
S21.G00.20.005,3262.8
S21.G00.20.006,02-06-2015
S21.G00.20.007,16-07-2009
S21.G00.30.005,F
S21.G00.30.006,07-11-1989
S10.G00.00.001,FACTICE_log_paie
S10.G00.00.002,FACTICE_EDITEUR
S10.G00.00.003,********************
S10.G00.00.004,3
S10.G00.00.005,47
S10.G00.00.006,P05V09
S10.G00.00.007,95
S10.G00.00.008,77
S10.G00.01.001,5264329795
S10.G00.01.002,336879
S10.G00.01.003,FACTICE_Audit
S10.G00.01.004,"299, boulevard Dos Santos
30682 Petitjean-sur-Mer"
S10.G00.01.005,92914
S10.G00.01.006,Ville AndreVille
S10.G00.02.001,27
S10.G00.02.002,FACTICE_AUDIT
S10.G00.02.004,Denis_Perrier-Blanchard@factice_audit.fr
S10.G00.02.005,0639515532
S20.G00.05.001,8
S20.G00.05.002,55
S20.G00.05.003,43
S20.G00.05.004,7
S20.G00.05.005,28-01-1976
S20.G00.05.007,02-10-1983
S20.G00.05.008,3
S20.G00.05.010,0
S21.G00.06.001,88833145
S21.G00.06.002,993
S21.G00.06.003,86913qyeDhXGuSXRs
S21.G00.06.004,"2, chemin Courtois
04145 Renaultboeuf"
S21.G00.06.005,81022
S21.G00.06.006,DupreVille
S21.G00.06.007,Zone boulevard Laurent Jean
S21.G00.06.009,94
S21.G00.06.013,27-10-2014
S21.G00.06.014,16-02-2002
S21.G00.11.001,60
S21.G00.11.002,U9-4256655I
S21.G00.11.003,"998, rue de Leleu
50954 Vaillant"
S21.G00.11.004,32312
S21.G00.11.005,Bonneau
S21.G00.11.007,Zone chemin Lacroix
S21.G00.11.008,27
S21.G00.15.001,3754856
S21.G00.15.002,U9-7319821D
S21.G00.15.004,47
S21.G00.15.005,926
S21.G00.15.001,79/756-8273-5
S21.G00.15.002,PPoiyJ
S21.G00.15.004,25
S21.G00.15.005,716
S21.G00.15.001,923935
S21.G00.15.002,F5-2513092V
S21.G00.15.004,94
S21.G00.15.005,66494
S21.G00.15.001,35/931-5932-0
S21.G00.15.002,PKofPw
S21.G00.15.004,6
S21.G00.15.005,401
S21.G00.20.001,329720004
S21.G00.20.002,6.22o+56
S21.G00.20.003,********************
S21.G00.20.004,FRq3-1251096p
S21.G00.20.005,6420.22
S21.G00.20.006,22-07-1998
S21.G00.20.007,09-08-1975
S21.G00.30.005,F
S21.G00.30.006,17-06-1989
S10.G00.00.001,FACTICE_log_paie
S10.G00.00.002,FACTICE_EDITEUR
S10.G00.00.003,********************
S10.G00.00.004,4
S10.G00.00.005,52
S10.G00.00.006,P02V00
S10.G00.00.007,86
S10.G00.00.008,56
S10.G00.01.001,7573702771
S10.G00.01.002,466815
S10.G00.01.003,FACTICE_Audit
S10.G00.01.004,"chemin Duhamel
32971 Paul"
S10.G00.01.005,77928
S10.G00.01.006,Ville DelahayeVille
S10.G00.02.001,25
S10.G00.02.002,FACTICE_AUDIT
S10.G00.02.004,Audrey_Dufour-Evrard@factice_audit.fr
S10.G00.02.005,0694856574
S20.G00.05.001,49
S20.G00.05.002,56
S20.G00.05.003,51
S20.G00.05.004,7
S20.G00.05.005,01-06-1977
S20.G00.05.007,04-06-1980
S20.G00.05.008,8
S20.G00.05.010,0
S21.G00.06.001,87534943
S21.G00.06.002,484
S21.G00.06.003,22237rdOyxXFjhgLK
S21.G00.06.004,"30, boulevard Sophie Perret
26601 Leclercq-la-Forêt"
S21.G00.06.005,60704
S21.G00.06.006,Sanchez
S21.G00.06.007,Zone chemin Grenier
S21.G00.06.009,50
S21.G00.06.013,09-02-1997
S21.G00.06.014,19-06-1982
S21.G00.11.001,22
S21.G00.11.002,u2-6824227I
S21.G00.11.003,"rue Langlois
50227 Saint Élisabeth"
S21.G00.11.004,51780
S21.G00.11.005,TexierVille
S21.G00.11.007,Zone rue Marthe Dijoux
S21.G00.11.008,67
S21.G00.15.001,7105816
S21.G00.15.002,e6-364998W
S21.G00.15.004,8
S21.G00.15.005,549
S21.G00.15.001,73/118-7607-0
S21.G00.15.002,PZPjDX
S21.G00.15.004,25
S21.G00.15.005,950
S21.G00.15.001,972982
S21.G00.15.002,P9-8875219u
S21.G00.15.004,35
S21.G00.15.005,54513
S21.G00.15.001,51/599-6025-0
S21.G00.15.002,PHroau
S21.G00.15.004,3
S21.G00.15.005,897
S21.G00.20.001,272065009
S21.G00.20.002,9.11b+78
S21.G00.20.003,********************
S21.G00.20.004,FRT9-4678220O
S21.G00.20.005,9539.86
S21.G00.20.006,17-10-1970
S21.G00.20.007,15-04-2016
S21.G00.30.005,F
S21.G00.30.006,28-10-1969
S10.G00.00.001,FACTICE_log_paie
S10.G00.00.002,FACTICE_EDITEUR
S10.G00.00.003,********************
S10.G00.00.004,5
S10.G00.00.005,83
S10.G00.00.006,P05V06
S10.G00.00.007,61
S10.G00.00.008,24
S10.G00.01.001,4371915204
S10.G00.01.002,743214
S10.G00.01.003,FACTICE_Audit
S10.G00.01.004,"1, boulevard de Gaudin
53279 Sainte Gabriel"
S10.G00.01.005,50614
S10.G00.01.006,Ville Lenoir
S10.G00.02.001,81
S10.G00.02.002,FACTICE_AUDIT
S10.G00.02.004,Éric_Henry@factice_audit.fr
S10.G00.02.005,0629020421
S20.G00.05.001,8
S20.G00.05.002,73
S20.G00.05.003,52
S20.G00.05.004,9
S20.G00.05.005,09-06-2006
S20.G00.05.007,30-10-1993
S20.G00.05.008,0
S20.G00.05.010,0
S21.G00.06.001,23405809
S21.G00.06.002,283
S21.G00.06.003,19635GSGKywbbKqkA
S21.G00.06.004,"avenue Adam
06692 Lecoq"
S21.G00.06.005,58455
S21.G00.06.006,Sainte Christiane
S21.G00.06.007,Zone chemin Brunel
S21.G00.06.009,57
S21.G00.06.013,23-01-1973
S21.G00.06.014,13-11-1996
S21.G00.11.001,30
S21.G00.11.002,N0-6329176A
S21.G00.11.003,"45, boulevard de Normand
24122 Sainte Antoine"
S21.G00.11.004,51328
S21.G00.11.005,Remynec
S21.G00.11.007,Zone rue de Maury
S21.G00.11.008,47
S21.G00.15.001,1994865
S21.G00.15.002,S8-0174456L
S21.G00.15.004,17
S21.G00.15.005,824
S21.G00.15.001,16/684-5545-7
S21.G00.15.002,PDndKs
S21.G00.15.004,53
S21.G00.15.005,440
S21.G00.15.001,397046
S21.G00.15.002,W7-0118183u
S21.G00.15.004,24
S21.G00.15.005,52111
S21.G00.15.001,52/395-1570-0
S21.G00.15.002,PKovte
S21.G00.15.004,1
S21.G00.15.005,178
S21.G00.20.001,826841282
S21.G00.20.002,1.43X+64
S21.G00.20.003,********************
S21.G00.20.004,FRp6-3768434z
S21.G00.20.005,3892.65
S21.G00.20.006,14-09-2020
S21.G00.20.007,02-07-2019
S21.G00.30.005,F
S21.G00.30.006,25-07-1986
S10.G00.00.001,FACTICE_log_paie
S10.G00.00.002,FACTICE_EDITEUR
S10.G00.00.003,********************
S10.G00.00.004,0
S10.G00.00.005,25
S10.G00.00.006,P06V05
S10.G00.00.007,65
S10.G00.00.008,14
S10.G00.01.001,7048793274
S10.G00.01.002,128715
S10.G00.01.003,FACTICE_Audit
S10.G00.01.004,"chemin Lorraine Teixeira
24420 Le Gall"
S10.G00.01.005,57071
S10.G00.01.006,Ville Duhamel
S10.G00.02.001,27
S10.G00.02.002,FACTICE_AUDIT
S10.G00.02.004,Maurice-Guillaume_Coste@factice_audit.fr
S10.G00.02.005,0662443370
S20.G00.05.001,46
S20.G00.05.002,75
S20.G00.05.003,65
S20.G00.05.004,2
S20.G00.05.005,19-10-2005
S20.G00.05.007,21-01-1996
S20.G00.05.008,7
S20.G00.05.010,8
S21.G00.06.001,17480501
S21.G00.06.002,335
S21.G00.06.003,54185jVobygFtyGJQ
S21.G00.06.004,"7, rue de Gonzalez
57901 Guilletnec"
S21.G00.06.005,09333
S21.G00.06.006,BarbeBourg
S21.G00.06.007,Zone boulevard Chantal Fleury
S21.G00.06.009,12
S21.G00.06.013,14-02-1971
S21.G00.06.014,07-10-1977
S21.G00.11.001,16
S21.G00.11.002,E4-8618031t
S21.G00.11.003,"40, boulevard Carlier
61708 Didier"
S21.G00.11.004,42297
S21.G00.11.005,Richarddan
S21.G00.11.007,Zone avenue Chauveau
S21.G00.11.008,64
S21.G00.15.001,4229288
S21.G00.15.002,g2-2844189o
S21.G00.15.004,53
S21.G00.15.005,535
S21.G00.15.001,79/382-3694-0
S21.G00.15.002,Pulknm
S21.G00.15.004,82
S21.G00.15.005,423
S21.G00.15.001,299781
S21.G00.15.002,u1-0431457K
S21.G00.15.004,97
S21.G00.15.005,28180
S21.G00.15.001,96/530-2186-7
S21.G00.15.002,Phvhpa
S21.G00.15.004,1
S21.G00.15.005,119
S21.G00.20.001,615149488
S21.G00.20.002,8.76T+71
S21.G00.20.003,********************
S21.G00.20.004,FRb8-1009082B
S21.G00.20.005,7554.67
S21.G00.20.006,21-11-1971
S21.G00.20.007,27-09-1982
S21.G00.30.005,H
S21.G00.30.006,01-03-1987
S10.G00.00.001,FACTICE_log_paie
S10.G00.00.002,FACTICE_EDITEUR
S10.G00.00.003,********************
S10.G00.00.004,2
S10.G00.00.005,9
S10.G00.00.006,P03V09
S10.G00.00.007,12
S10.G00.00.008,98
S10.G00.01.001,4066499525
S10.G00.01.002,807863
S10.G00.01.003,FACTICE_Audit
S10.G00.01.004,"732, rue Georges Charrier
43815 Remy"
S10.G00.01.005,27163
S10.G00.01.006,Ville Devaux-sur-Renault
S10.G00.02.001,55
S10.G00.02.002,FACTICE_AUDIT
S10.G00.02.004,Claudine_Rolland@factice_audit.fr
S10.G00.02.005,0635750148
S20.G00.05.001,0
S20.G00.05.002,69
S20.G00.05.003,89
S20.G00.05.004,2
S20.G00.05.005,14-03-2012
S20.G00.05.007,30-04-1987
S20.G00.05.008,5
S20.G00.05.010,2
S21.G00.06.001,14293982
S21.G00.06.002,427
S21.G00.06.003,23167JPuRoqsUsZzU
S21.G00.06.004,"rue de Guillou
91415 Moreau"
S21.G00.06.005,93918
S21.G00.06.006,Nguyen
S21.G00.06.007,Zone rue Fournier
S21.G00.06.009,22
S21.G00.06.013,28-03-1999
S21.G00.06.014,03-08-1983
S21.G00.11.001,76
S21.G00.11.002,z7-1908052Q
S21.G00.11.003,"5, rue Clémence Leroux
07882 Fernandesdan"
S21.G00.11.004,93043
S21.G00.11.005,Gauthier-la-Forêt
S21.G00.11.007,Zone rue de Wagner
S21.G00.11.008,16
S21.G00.15.001,1858998
S21.G00.15.002,o9-5474757W
S21.G00.15.004,8
S21.G00.15.005,573
S21.G00.15.001,91/126-2116-2
S21.G00.15.002,PUIDyI
S21.G00.15.004,0
S21.G00.15.005,807
S21.G00.15.001,666345
S21.G00.15.002,y8-7893129Y
S21.G00.15.004,50
S21.G00.15.005,64009
S21.G00.15.001,86/990-3437-6
S21.G00.15.002,PgwWva
S21.G00.15.004,9
S21.G00.15.005,730
S21.G00.20.001,279898203
S21.G00.20.002,4.67A+86
S21.G00.20.003,********************
S21.G00.20.004,FRf1-4922557O
S21.G00.20.005,3298.29
S21.G00.20.006,29-04-1986
S21.G00.20.007,11-05-1973
S21.G00.30.005,F
S21.G00.30.006,29-01-1983
S10.G00.00.001,FACTICE_log_paie
S10.G00.00.002,FACTICE_EDITEUR
S10.G00.00.003,********************
S10.G00.00.004,4
S10.G00.00.005,95
S10.G00.00.006,P05V05
S10.G00.00.007,80
S10.G00.00.008,38
S10.G00.01.001,2148410230
S10.G00.01.002,692805
S10.G00.01.003,FACTICE_Audit
S10.G00.01.004,"82, rue Boulanger
88475 Bonnin"
S10.G00.01.005,10421
S10.G00.01.006,Ville Herve-la-Forêt
S10.G00.02.001,14
S10.G00.02.002,FACTICE_AUDIT
S10.G00.02.004,Christine_Gaudin@factice_audit.fr
S10.G00.02.005,0697834184
S20.G00.05.001,79
S20.G00.05.002,42
S20.G00.05.003,93
S20.G00.05.004,8
S20.G00.05.005,03-08-1985
S20.G00.05.007,11-04-2009
S20.G00.05.008,1
S20.G00.05.010,1
S21.G00.06.001,95446395
S21.G00.06.002,838
S21.G00.06.003,54756swuAwOZBzKDc
S21.G00.06.004,"638, avenue Susan Weber
39116 Normand"
S21.G00.06.005,15951
S21.G00.06.006,Boucher
S21.G00.06.007,Zone boulevard de David
S21.G00.06.009,74
S21.G00.06.013,06-07-2001
S21.G00.06.014,30-05-2004
S21.G00.11.001,47
S21.G00.11.002,f6-4972976l
S21.G00.11.003,"1, rue Constance Perrot
09233 Sainte Manon"
S21.G00.11.004,79145
S21.G00.11.005,Paul
S21.G00.11.007,Zone chemin Costa
S21.G00.11.008,41
S21.G00.15.001,2092373
S21.G00.15.002,f8-1075426V
S21.G00.15.004,43
S21.G00.15.005,786
S21.G00.15.001,93/550-5628-1
S21.G00.15.002,PvreyS
S21.G00.15.004,74
S21.G00.15.005,352
S21.G00.15.001,161827
S21.G00.15.002,B3-2349793c
S21.G00.15.004,89
S21.G00.15.005,52211
S21.G00.15.001,10/307-9593-4
S21.G00.15.002,PchEZN
S21.G00.15.004,0
S21.G00.15.005,966
S21.G00.20.001,593778031
S21.G00.20.002,6.37P+88
S21.G00.20.003,********************
S21.G00.20.004,FRM4-4226192m
S21.G00.20.005,6248.18
S21.G00.20.006,08-04-2006
S21.G00.20.007,26-05-2003
S21.G00.30.005,F
S21.G00.30.006,28-12-1967
S10.G00.00.001,FACTICE_log_paie
S10.G00.00.002,FACTICE_EDITEUR
S10.G00.00.003,********************
S10.G00.00.004,2
S10.G00.00.005,22
S10.G00.00.006,P01V02
S10.G00.00.007,67
S10.G00.00.008,78
S10.G00.01.001,3652785906
S10.G00.01.002,282392
S10.G00.01.003,FACTICE_Audit
S10.G00.01.004,"65, avenue Margot Rodriguez
86466 Bonnet"
S10.G00.01.005,06640
S10.G00.01.006,Ville Rousset
S10.G00.02.001,79
S10.G00.02.002,FACTICE_AUDIT
S10.G00.02.004,Christiane_du_Antoine@factice_audit.fr
S10.G00.02.005,0625820716
S20.G00.05.001,51
S20.G00.05.002,99
S20.G00.05.003,13
S20.G00.05.004,2
S20.G00.05.005,17-12-2004
S20.G00.05.007,11-04-1995
S20.G00.05.008,9
S20.G00.05.010,2
S21.G00.06.001,10224157
S21.G00.06.002,114
S21.G00.06.003,62866eaSfhwlXBeUg
S21.G00.06.004,"avenue Marie
15245 BaillyVille"
S21.G00.06.005,34758
S21.G00.06.006,Sainte Océane
S21.G00.06.007,Zone rue Brun
S21.G00.06.009,12
S21.G00.06.013,14-04-1992
S21.G00.06.014,24-04-1972
S21.G00.11.001,19
S21.G00.11.002,L7-725283A
S21.G00.11.003,"89, rue de Pascal
46494 Gauthier"
S21.G00.11.004,05447
S21.G00.11.005,Benoit
S21.G00.11.007,Zone rue Bernier
S21.G00.11.008,88
S21.G00.15.001,3742908
S21.G00.15.002,X0-5793290X
S21.G00.15.004,2
S21.G00.15.005,865
S21.G00.15.001,69/172-8118-7
S21.G00.15.002,PsAvlf
S21.G00.15.004,75
S21.G00.15.005,319
S21.G00.15.001,924060
S21.G00.15.002,r6-2049719I
S21.G00.15.004,36
S21.G00.15.005,71635
S21.G00.15.001,49/865-3235-3
S21.G00.15.002,PsgLST
S21.G00.15.004,3
S21.G00.15.005,992
S21.G00.20.001,940245913
S21.G00.20.002,9.76u+20
S21.G00.20.003,********************
S21.G00.20.004,FRi8-5876763j
S21.G00.20.005,7429.26
S21.G00.20.006,23-02-2011
S21.G00.20.007,30-06-1981
S21.G00.30.005,H
S21.G00.30.006,11-01-1961
S10.G00.00.001,FACTICE_log_paie
S10.G00.00.002,FACTICE_EDITEUR
S10.G00.00.003,********************
S10.G00.00.004,4
S10.G00.00.005,46
S10.G00.00.006,P06V03
S10.G00.00.007,60
S10.G00.00.008,77
S10.G00.01.001,6026388170
S10.G00.01.002,680958
S10.G00.01.003,FACTICE_Audit
S10.G00.01.004,"66, chemin Alix Lemoine
12400 Sainte Victordan"
S10.G00.01.005,87784
S10.G00.01.006,Ville Lucas
S10.G00.02.001,65
S10.G00.02.002,FACTICE_AUDIT
S10.G00.02.004,Michel_du_Lombard@factice_audit.fr
S10.G00.02.005,0613231472
S20.G00.05.001,8
S20.G00.05.002,4
S20.G00.05.003,21
S20.G00.05.004,8
S20.G00.05.005,06-06-2007
S20.G00.05.007,26-03-2014
S20.G00.05.008,10
S20.G00.05.010,0
S21.G00.06.001,14495522
S21.G00.06.002,475
S21.G00.06.003,36065HTdtwxUCfuTu
S21.G00.06.004,"97, chemin Arnaude Bruneau
26599 Lefebvre-sur-Paul"
S21.G00.06.005,67060
S21.G00.06.006,Saint Bernadette-les-Bains
S21.G00.06.007,Zone rue Martin Lemonnier
S21.G00.06.009,71
S21.G00.06.013,17-08-1984
S21.G00.06.014,18-01-1981
S21.G00.11.001,40
S21.G00.11.002,R8-2816980Q
S21.G00.11.003,"71, rue Klein
50389 Antoine-les-Bains"
S21.G00.11.004,67721
S21.G00.11.005,Fernandez-les-Bains
S21.G00.11.007,Zone rue Michel Weiss
S21.G00.11.008,78
S21.G00.15.001,4067511
S21.G00.15.002,o8-6021990b
S21.G00.15.004,72
S21.G00.15.005,650
S21.G00.15.001,29/978-6162-6
S21.G00.15.002,PcyvAe
S21.G00.15.004,35
S21.G00.15.005,881
S21.G00.15.001,357818
S21.G00.15.002,Z2-649413E
S21.G00.15.004,25
S21.G00.15.005,65311
S21.G00.15.001,59/421-8638-8
S21.G00.15.002,PDuonU
S21.G00.15.004,1
S21.G00.15.005,230
S21.G00.20.001,799973148
S21.G00.20.002,8.1F+46
S21.G00.20.003,********************
S21.G00.20.004,FRG4-9351830c
S21.G00.20.005,4956.11
S21.G00.20.006,03-12-1984
S21.G00.20.007,19-02-2006
S21.G00.30.005,H
S21.G00.30.006,24-02-1989
S10.G00.00.001,FACTICE_log_paie
S10.G00.00.002,FACTICE_EDITEUR
S10.G00.00.003,********************
S10.G00.00.004,7
S10.G00.00.005,39
S10.G00.00.006,P04V01
S10.G00.00.007,89
S10.G00.00.008,1
S10.G00.01.001,9924065499
S10.G00.01.002,943071
S10.G00.01.003,FACTICE_Audit
S10.G00.01.004,"avenue Benjamin Barbier
02274 Pierrenec"
S10.G00.01.005,59017
S10.G00.01.006,Ville Ramosnec
S10.G00.02.001,63
S10.G00.02.002,FACTICE_AUDIT
S10.G00.02.004,Marie_Dos_Santos@factice_audit.fr
S10.G00.02.005,0691713850
S20.G00.05.001,70
S20.G00.05.002,78
S20.G00.05.003,68
S20.G00.05.004,7
S20.G00.05.005,15-02-1973
S20.G00.05.007,05-06-2002
S20.G00.05.008,4
S20.G00.05.010,2
S21.G00.06.001,63554827
S21.G00.06.002,998
S21.G00.06.003,74894sxUiTFBBLrBX
S21.G00.06.004,"46, avenue Émilie Bruneau
68585 Pruvost-la-Forêt"
S21.G00.06.005,46052
S21.G00.06.006,FontaineVille
S21.G00.06.007,Zone rue Gérard Girard
S21.G00.06.009,99
S21.G00.06.013,09-02-2004
S21.G00.06.014,18-12-1987
S21.G00.11.001,94
S21.G00.11.002,Z0-1032922f
S21.G00.11.003,"rue de Morvan
57386 Saint Dominique-sur-Mer"
S21.G00.11.004,17109
S21.G00.11.005,Vidaldan
S21.G00.11.007,Zone boulevard Bonnet
S21.G00.11.008,82
S21.G00.15.001,6115255
S21.G00.15.002,t1-1009848D
S21.G00.15.004,71
S21.G00.15.005,705
